# Licensed to the Apache Software Foundation (ASF) under one
# or more contributor license agreements.  See the NOTICE file
# distributed with this work for additional information
# regarding copyright ownership.  The ASF licenses this file
# to you under the Apache License, Version 2.0 (the
# "License"); you may not use this file except in compliance
# with the License.  You may obtain a copy of the License at
#
#   http://www.apache.org/licenses/LICENSE-2.0
#
# Unless required by applicable law or agreed to in writing,
# software distributed under the License is distributed on an
# "AS IS" BASIS, WITHOUT WARRANTIES OR CONDITIONS OF ANY
# KIND, either express or implied.  See the License for the
# specific language governing permissions and limitations
# under the License.
sequence	sha	parents	author_date	commit_date	kind	subject	workstream	issue	related_workstreams	files	db_files	api_files	ui_files	patch_id	reverse_check	same_subject_europa	same_subject_upstream	equivalent_upstream	dependencies	pretriage	decision	europa_sha	pr	validation	reviewed_europa_sha	source_url	notes
251	53a7c294658c62e3fa4fb421907875f34959f875	6c0e152ad2fd506868484eb97f8f26495fded5f5	2026-06-04T17:09:34-04:00	2026-08-18T18:42:52+05:30	commit	Fix issue in direct download and NFS templates	S3	#991		api/src/main/java/org/apache/cloudstack/direct/download/DirectDownloadManager.java;core/src/main/java/com/cloud/storage/template/MetalinkTemplateDownloader.java;core/src/main/java/org/apache/cloudstack/agent/directdownload/DirectDownloadCommand.java;core/src/main/java/org/apache/cloudstack/direct/download/DirectDownloadHelper.java;core/src/main/java/org/apache/cloudstack/direct/download/MetalinkDirectTemplateDownloader.java;core/src/main/java/org/apache/cloudstack/direct/download/NfsDirectTemplateDownloader.java;core/src/test/java/org/apache/cloudstack/direct/download/NfsDirectTemplateDownloaderTest.java;server/src/main/java/org/apache/cloudstack/direct/download/DirectDownloadManagerImpl.java;utils/src/main/java/com/cloud/utils/UriUtils.java		api/src/main/java/org/apache/cloudstack/direct/download/DirectDownloadManager.java		21dce2d1c129f6cc82d68087093b0080557f9b9d	FAIL		07e09db0af5cf60684e9d4bea798ff46c3de48ff	07e09db0af5cf60684e9d4bea798ff46c3de48ff		Upstream Duplicate Candidate	Pending			S1 static evidence only; runtime tests not run	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/53a7c294658c62e3fa4fb421907875f34959f875	원본 집합 내 stable patch-id 일치; 최종 기능 검증 후 중복 판정.
252	f52f9da27bc14262f536043c9dc85e61e7364d5a	53a7c294658c62e3fa4fb421907875f34959f875	2026-06-19T13:01:41-04:00	2026-08-18T18:42:52+05:30	commit	Prevent command injections in get/run diagnostics API	S3	#991		server/src/main/java/org/apache/cloudstack/diagnostics/DiagnosticsServiceImpl.java;server/src/test/java/org/apache/cloudstack/diagnostics/DiagnosticsServiceImplTest.java				701e28ff9718b128cf609ba58ce932cb4d3addab	FAIL		5b325dd49e4c62424c8c5ebb86c7e5f3c23964fe	5b325dd49e4c62424c8c5ebb86c7e5f3c23964fe		Upstream Duplicate Candidate	Pending			S1 static evidence only; runtime tests not run	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/f52f9da27bc14262f536043c9dc85e61e7364d5a	원본 집합 내 stable patch-id 일치; 최종 기능 검증 후 중복 판정.
253	aa77259f4815bade194ada7ff4ee63a75b1cbec8	f52f9da27bc14262f536043c9dc85e61e7364d5a	2026-06-22T18:17:49+05:30	2026-08-18T18:42:52+05:30	commit	oauth2: improve list providers api for access	S3	#991		plugins/user-authenticators/oauth2/src/main/java/org/apache/cloudstack/oauth2/api/command/ListOAuthProvidersCmd.java				5fe84fe637ab397d5fb2d357b283ee20ed26f555	FAIL		f320f552c331a7b573cc724f525535ca717df2e7	f320f552c331a7b573cc724f525535ca717df2e7	33c3967b6b636ff50a644be8f445c558b5076051	Upstream Duplicate Candidate	Pending			S1 static evidence only; runtime tests not run	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/aa77259f4815bade194ada7ff4ee63a75b1cbec8	원본 집합 내 stable patch-id 일치; 최종 기능 검증 후 중복 판정.
254	b98e1f568c6ff8f817a44de67a97f67220397600	aa77259f4815bade194ada7ff4ee63a75b1cbec8	2026-06-18T15:51:56+05:30	2026-08-18T18:42:52+05:30	commit	oauth2: improve google provider flow	S3	#991		plugins/user-authenticators/oauth2/src/main/java/org/apache/cloudstack/oauth2/google/GoogleOAuth2Provider.java;plugins/user-authenticators/oauth2/src/test/java/org/apache/cloudstack/oauth2/google/GoogleOAuth2ProviderTest.java				5597c1c9448ad44689f743f9b8b7fd763095e1e0	FAIL		b17edb538e0f54c864e4c029b138ccf1fa9d984f	b17edb538e0f54c864e4c029b138ccf1fa9d984f	33c3967b6b636ff50a644be8f445c558b5076051	Upstream Duplicate Candidate	Pending			S1 static evidence only; runtime tests not run	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/b98e1f568c6ff8f817a44de67a97f67220397600	원본 집합 내 stable patch-id 일치; 최종 기능 검증 후 중복 판정.
255	e8f200afa3b717b336b1d1dc2fc60e3ad82153b6	b98e1f568c6ff8f817a44de67a97f67220397600	2026-03-26T10:14:40-03:00	2026-08-18T18:42:52+05:30	commit	Fix database connection leak	S2	#990		framework/config/src/main/java/org/apache/cloudstack/framework/config/impl/ConfigDepotImpl.java				1a4005a5544a9dd46337bd138402124f29c33b39	FAIL		ea75dc3c43727f7faf0a16d599cbdf3531bfe15b			Source Review Required	Pending			S1 static evidence only; runtime tests not run	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/e8f200afa3b717b336b1d1dc2fc60e3ad82153b6	동일 제목이지만 patch-id 다름; 자동 중복 제외 금지.
256	1790275babdfc4eadd86d71517c36a0ef0097d31	e8f200afa3b717b336b1d1dc2fc60e3ad82153b6	2026-06-08T14:11:01+05:30	2026-08-18T18:42:52+05:30	commit	webhook: additional check for payload url	S3	#991		plugins/event-bus/webhook/src/main/java/org/apache/cloudstack/mom/webhook/WebhookApiServiceImpl.java;plugins/event-bus/webhook/src/main/java/org/apache/cloudstack/mom/webhook/WebhookDeliveryThread.java;plugins/event-bus/webhook/src/main/java/org/apache/cloudstack/mom/webhook/WebhookService.java;plugins/event-bus/webhook/src/main/java/org/apache/cloudstack/mom/webhook/WebhookServiceImpl.java;plugins/event-bus/webhook/src/main/java/org/apache/cloudstack/mom/webhook/WebhookUrlValidator.java;plugins/event-bus/webhook/src/test/java/org/apache/cloudstack/mom/webhook/WebhookDeliveryThreadTest.java;plugins/event-bus/webhook/src/test/java/org/apache/cloudstack/mom/webhook/WebhookUrlValidatorTest.java;test/integration/smoke/test_webhook_delivery.py;test/integration/smoke/test_webhook_lifecycle.py				0c8b9aa10cdfb62bdf8372edce9cf02c4ec34cfd	FAIL		2c7f13b709fc6a76da75d5f55849bdcc35224541	2c7f13b709fc6a76da75d5f55849bdcc35224541		Upstream Duplicate Candidate	Pending			S1 static evidence only; runtime tests not run	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/1790275babdfc4eadd86d71517c36a0ef0097d31	원본 집합 내 stable patch-id 일치; 최종 기능 검증 후 중복 판정.
257	f2df4d9754a66179d4a86adef992c150073abf43	1790275babdfc4eadd86d71517c36a0ef0097d31	2026-05-22T10:52:40+02:00	2026-08-18T18:42:52+05:30	commit	saml: reject signed SAMLResponse when IdP has no signing certificate registered	S3	#991		plugins/user-authenticators/saml2/src/main/java/org/apache/cloudstack/api/command/SAML2LoginAPIAuthenticatorCmd.java				5fab72089c63d6181d16b760ff7c7397cce3fc0a	FAIL		04598336311f821ea6bcf2e21599b59f9f08c1f3	04598336311f821ea6bcf2e21599b59f9f08c1f3		Upstream Duplicate Candidate	Pending			S1 static evidence only; runtime tests not run	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/f2df4d9754a66179d4a86adef992c150073abf43	원본 집합 내 stable patch-id 일치; 최종 기능 검증 후 중복 판정.
258	9c32086e605fceda5a6417ba3306dc80cc87163f	f2df4d9754a66179d4a86adef992c150073abf43	2026-07-15T12:04:52-04:00	2026-08-18T18:42:52+05:30	commit	Restrict listHostTags to hosts dedicated to the caller's domain (including sub-domains and accounts in a domain)	S3	#991		api/src/main/java/org/apache/cloudstack/api/response/HostTagResponse.java;engine/schema/src/main/java/com/cloud/host/dao/HostTagsDaoImpl.java;server/src/main/java/com/cloud/api/query/QueryManagerImpl.java;server/src/main/java/com/cloud/dc/dao/DedicatedResourceDao.java;server/src/main/java/com/cloud/dc/dao/DedicatedResourceDaoImpl.java;server/src/test/java/com/cloud/api/query/QueryManagerImplTest.java		api/src/main/java/org/apache/cloudstack/api/response/HostTagResponse.java		3bd8b75b794b8acdf1f82d9dfff4bad93595a22d	FAIL		4ae69bc7fd3ee63971609a86784823180b21dc28			Source Review Required	Pending			S1 static evidence only; runtime tests not run	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/9c32086e605fceda5a6417ba3306dc80cc87163f	동일 제목이지만 patch-id 다름; 자동 중복 제외 금지.
259	90f6b2a4cd5cb479dc62f1c5d4c46f9d41e53ebe	9c32086e605fceda5a6417ba3306dc80cc87163f	2026-07-14T10:24:32-04:00	2026-08-18T18:42:52+05:30	commit	Validate URL before obtaining remote size	S3	#991		server/src/main/java/com/cloud/template/TemplateManagerImpl.java;server/src/test/java/com/cloud/template/TemplateManagerImplTest.java				9ea71d860527b0490be62f0009b1f2d481d2eb9c	FAIL		bbd37271c6211e54947fb807e61eb6f1aeab42ae			Source Review Required	Pending			S1 static evidence only; runtime tests not run	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/90f6b2a4cd5cb479dc62f1c5d4c46f9d41e53ebe	동일 제목이지만 patch-id 다름; 자동 중복 제외 금지.
260	2a027330579f85c4bf8939dcf1986bfe43571161	90f6b2a4cd5cb479dc62f1c5d4c46f9d41e53ebe	2026-07-03T09:56:36-04:00	2026-08-18T18:42:52+05:30	commit	Escape HTML in username, VM display name and diagnostics output	S3	#991	S7	ui/src/config/section/compute.js;ui/src/config/section/infra/routers.js;ui/src/config/section/infra/systemVms.js;ui/src/config/section/network.js;ui/src/config/section/user.js;ui/src/utils/util.js			ui/src/config/section/compute.js;ui/src/config/section/infra/routers.js;ui/src/config/section/infra/systemVms.js;ui/src/config/section/network.js;ui/src/config/section/user.js;ui/src/utils/util.js	0593d904d67a291a5820fc704422b16bdfcac57d	FAIL		3eb928bc72d0fa2ea94198839dcc3c12a003c776			Source Review Required	Pending			S1 static evidence only; runtime tests not run	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/2a027330579f85c4bf8939dcf1986bfe43571161	동일 제목이지만 patch-id 다름; 자동 중복 제외 금지.
261	549daae01ff591adfd0926a1822b45807accde2c	e8df87e89be3a1834e163c01ef395fe220a72027	2026-07-24T06:00:07-03:00	2026-07-24T11:00:07+02:00	commit	correction in vpc limit assignment (#13627)	S4	#992		api/src/main/java/org/apache/cloudstack/api/response/DomainResponse.java		api/src/main/java/org/apache/cloudstack/api/response/DomainResponse.java		9915e5c4523d43b390572e0434f088211900ae6c	FAIL					Source Review Required	Pending			S1 static evidence only; runtime tests not run	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/549daae01ff591adfd0926a1822b45807accde2c	기능 소유 이슈에서 patch/API/DB/테스트를 읽고 최종 판정.
262	f8a3762f0767f44f52db2d656208359f9601b5d3	549daae01ff591adfd0926a1822b45807accde2c	2026-08-17T08:57:48+02:00	2026-08-17T12:27:48+05:30	commit	do not send jetty version on failure to start (#13744)	S3	#991		services/console-proxy/server/src/main/java/com/cloud/consoleproxy/ConsoleProxyNoVNCServer.java				82d7b2163a5802ec0ca1ccdb392e6085f6e2fadf	FAIL					Source Review Required	Pending			S1 static evidence only; runtime tests not run	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/f8a3762f0767f44f52db2d656208359f9601b5d3	기능 소유 이슈에서 patch/API/DB/테스트를 읽고 최종 판정.
263	69fc541737e5fd98b170f5df8e359e2f6c5aaff6	f8a3762f0767f44f52db2d656208359f9601b5d3	2026-08-17T12:58:35+05:30	2026-08-17T12:58:35+05:30	commit	server: ignore projectid=-1 for finding owner (#12695)	S3	#991		server/src/main/java/com/cloud/user/AccountManagerImpl.java				4c640b89490d1011a3a68d4247f970b90facaa1c	FAIL					Source Review Required	Pending			S1 static evidence only; runtime tests not run	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/69fc541737e5fd98b170f5df8e359e2f6c5aaff6	기능 소유 이슈에서 patch/API/DB/테스트를 읽고 최종 판정.
264	1e5d534c3ca32c9c775613dddae12fcfab15e2bf	69fc541737e5fd98b170f5df8e359e2f6c5aaff6	2026-08-17T09:42:54+02:00	2026-08-17T13:12:54+05:30	commit	guard against stopping stats background threads (#13659)	S2	#990		server/src/main/java/com/cloud/server/StatsCollector.java;server/src/test/java/com/cloud/server/StatsCollectorTest.java				3fa880367d6412ebd3938cd7356e604cece8e602	FAIL					Source Review Required	Pending			S1 static evidence only; runtime tests not run	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/1e5d534c3ca32c9c775613dddae12fcfab15e2bf	기능 소유 이슈에서 patch/API/DB/테스트를 읽고 최종 판정.
265	2bc8d29973366f0555d779afd83f6ed2bc538a84	1e5d534c3ca32c9c775613dddae12fcfab15e2bf	2026-08-17T13:15:00+05:30	2026-08-17T13:15:00+05:30	commit	Don't allow adding of existing host to another zone, pod or cluster (#13182)	S5A	#993		server/src/main/java/com/cloud/resource/ResourceManagerImpl.java;server/src/test/java/com/cloud/resource/ResourceManagerImplTest.java				b24b70b59f4eab513e1b7f28f1232f8a31e8a42f	FAIL					Source Review Required	Pending			S1 static evidence only; runtime tests not run	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/2bc8d29973366f0555d779afd83f6ed2bc538a84	기능 소유 이슈에서 patch/API/DB/테스트를 읽고 최종 판정.
266	5432a04ae6e053658ae58c12867408cef9d12935	2bc8d29973366f0555d779afd83f6ed2bc538a84	2026-08-17T13:22:46+05:30	2026-08-17T13:22:46+05:30	commit	Ensure VM IP is removed from VR DHCP records in dnsmasq.leases after expunge VM (#13194)	S6	#997		systemvm/debian/opt/cloud/bin/cs/CsDhcp.py				9b9b4d47892aaecbd84079a3fa8fb552779bb275	FAIL					Source Review Required	Pending			S1 static evidence only; runtime tests not run	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/5432a04ae6e053658ae58c12867408cef9d12935	기능 소유 이슈에서 patch/API/DB/테스트를 읽고 최종 판정.
267	18c1a30028d7a5e42d8ccb454873163958f0c2cf	5432a04ae6e053658ae58c12867408cef9d12935	2026-07-23T22:14:03-04:00	2026-08-18T18:00:13+05:30	commit	Allow only authorized users to add and list entity's annotations	S3	#991		server/src/main/java/org/apache/cloudstack/annotation/AnnotationManagerImpl.java				90f7f5e94ed49f86b60acf51c859010eb7b410c4	FAIL		443f20bf1c0b1bdf38b57a7b47764469830363c8	443f20bf1c0b1bdf38b57a7b47764469830363c8		Upstream Duplicate Candidate	Pending			S1 static evidence only; runtime tests not run	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/18c1a30028d7a5e42d8ccb454873163958f0c2cf	원본 집합 내 stable patch-id 일치; 최종 기능 검증 후 중복 판정.
268	30e6abb63fbacd2b7b61216d38730f810ac4eaaf	18c1a30028d7a5e42d8ccb454873163958f0c2cf	2026-07-17T12:17:05-04:00	2026-08-18T18:00:13+05:30	commit	Restrict domain admin access to project roles within their own domain and add tests to cover perm check for proj role permissions	S3	#991		server/src/main/java/org/apache/cloudstack/acl/ProjectRoleManagerImpl.java;server/src/test/java/org/apache/cloudstack/acl/ProjectRoleManagerImplTest.java				3ad7dcdb283590665caf60e2fa61226ebac49858	FAIL		a40d068228ddece0da794490d48db97d3e3591bb	a40d068228ddece0da794490d48db97d3e3591bb		Upstream Duplicate Candidate	Pending			S1 static evidence only; runtime tests not run	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/30e6abb63fbacd2b7b61216d38730f810ac4eaaf	원본 집합 내 stable patch-id 일치; 최종 기능 검증 후 중복 판정.
269	4ae69bc7fd3ee63971609a86784823180b21dc28	30e6abb63fbacd2b7b61216d38730f810ac4eaaf	2026-07-15T12:04:52-04:00	2026-08-18T18:00:13+05:30	commit	Restrict listHostTags to hosts dedicated to the caller's domain (including sub-domains and accounts in a domain)	S3	#991		api/src/main/java/org/apache/cloudstack/api/response/HostTagResponse.java;engine/schema/src/main/java/com/cloud/host/dao/HostTagsDaoImpl.java;server/src/main/java/com/cloud/api/query/QueryManagerImpl.java;server/src/main/java/com/cloud/dc/dao/DedicatedResourceDao.java;server/src/main/java/com/cloud/dc/dao/DedicatedResourceDaoImpl.java;server/src/test/java/com/cloud/api/query/QueryManagerImplTest.java		api/src/main/java/org/apache/cloudstack/api/response/HostTagResponse.java		c83a6491b809b5e2aa382e0fcb383995353e7e42	FAIL		9c32086e605fceda5a6417ba3306dc80cc87163f			Source Review Required	Pending			S1 static evidence only; runtime tests not run	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/4ae69bc7fd3ee63971609a86784823180b21dc28	동일 제목이지만 patch-id 다름; 자동 중복 제외 금지.
270	e6640803ed937a6f557b46f4ab2cac90c9b3eb48	4ae69bc7fd3ee63971609a86784823180b21dc28	2026-07-15T12:05:48+05:30	2026-08-18T18:00:13+05:30	commit	webhook: improve deliveries access	S3	#991		plugins/event-bus/webhook/src/main/java/org/apache/cloudstack/mom/webhook/WebhookApiServiceImpl.java;plugins/event-bus/webhook/src/main/java/org/apache/cloudstack/mom/webhook/dao/WebhookDeliveryDao.java;plugins/event-bus/webhook/src/main/java/org/apache/cloudstack/mom/webhook/dao/WebhookDeliveryDaoImpl.java;plugins/event-bus/webhook/src/main/java/org/apache/cloudstack/mom/webhook/dao/WebhookDeliveryJoinDao.java;plugins/event-bus/webhook/src/main/java/org/apache/cloudstack/mom/webhook/dao/WebhookDeliveryJoinDaoImpl.java;plugins/event-bus/webhook/src/test/java/org/apache/cloudstack/mom/webhook/WebhookApiServiceImplTest.java				3d28b780dd33f622b0d7df91600fb222f874ba29	FAIL		8221f6251159f9bb7c2c1171ad6e806adece686c	8221f6251159f9bb7c2c1171ad6e806adece686c		Upstream Duplicate Candidate	Pending			S1 static evidence only; runtime tests not run	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/e6640803ed937a6f557b46f4ab2cac90c9b3eb48	원본 집합 내 stable patch-id 일치; 최종 기능 검증 후 중복 판정.
271	bbd37271c6211e54947fb807e61eb6f1aeab42ae	e6640803ed937a6f557b46f4ab2cac90c9b3eb48	2026-07-14T10:24:32-04:00	2026-08-18T18:00:13+05:30	commit	Validate URL before obtaining remote size	S3	#991		server/src/main/java/com/cloud/template/TemplateManagerImpl.java;server/src/test/java/com/cloud/template/TemplateManagerImplTest.java				5248b0b703abae31d725b9a4a07395c1dd9ca979	FAIL		90f6b2a4cd5cb479dc62f1c5d4c46f9d41e53ebe			Source Review Required	Pending			S1 static evidence only; runtime tests not run	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/bbd37271c6211e54947fb807e61eb6f1aeab42ae	동일 제목이지만 patch-id 다름; 자동 중복 제외 금지.
272	19d31cf6faf7cf793d800d6bc0c894e874692688	bbd37271c6211e54947fb807e61eb6f1aeab42ae	2026-07-10T18:00:26+05:30	2026-08-18T18:00:13+05:30	commit	ldap: improve config access	S3	#991		plugins/user-authenticators/ldap/src/main/java/org/apache/cloudstack/api/response/LdapConfigurationResponse.java;plugins/user-authenticators/ldap/src/main/java/org/apache/cloudstack/ldap/LdapManagerImpl.java				d3524b3ac6064eab9bf12593b2768df799080bf8	FAIL		a72f60519f52673a6d28d4ba2441edd2850bf727			Source Review Required	Pending			S1 static evidence only; runtime tests not run	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/19d31cf6faf7cf793d800d6bc0c894e874692688	동일 제목이지만 patch-id 다름; 자동 중복 제외 금지.
273	57a2b4d50512d14fc1f0d27b167f2523a04324d1	19d31cf6faf7cf793d800d6bc0c894e874692688	2026-07-07T13:13:00+05:30	2026-08-18T18:00:14+05:30	commit	server: fix access for disable user 2fa	S3	#991		server/src/main/java/com/cloud/user/AccountManagerImpl.java;server/src/test/java/com/cloud/user/AccountManagerImplTest.java				67fc0eb63e2691e95b8da8d0ae8124707542159f	FAIL		fb758afbbc3285d13e31088afee53572fb439dce	fb758afbbc3285d13e31088afee53572fb439dce		Upstream Duplicate Candidate	Pending			S1 static evidence only; runtime tests not run	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/57a2b4d50512d14fc1f0d27b167f2523a04324d1	원본 집합 내 stable patch-id 일치; 최종 기능 검증 후 중복 판정.
274	113ccb28e3b1bddbc6daa95a7b00241e4bb94a37	57a2b4d50512d14fc1f0d27b167f2523a04324d1	2026-07-03T11:14:38-04:00	2026-08-18T18:00:14+05:30	commit	Upgrade axios to 0.31.1 which has the config merge fix	S3	#991	S7	ui/package.json			ui/package.json	fd4200e3666dc79064bd0fa75aa51f12812a432f	FAIL		6c0e152ad2fd506868484eb97f8f26495fded5f5	6c0e152ad2fd506868484eb97f8f26495fded5f5		Upstream Duplicate Candidate	Pending			S1 static evidence only; runtime tests not run	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/113ccb28e3b1bddbc6daa95a7b00241e4bb94a37	원본 집합 내 stable patch-id 일치; 최종 기능 검증 후 중복 판정.
275	3eb928bc72d0fa2ea94198839dcc3c12a003c776	113ccb28e3b1bddbc6daa95a7b00241e4bb94a37	2026-07-03T09:56:36-04:00	2026-08-18T18:00:14+05:30	commit	Escape HTML in username, VM display name and diagnostics output	S3	#991	S7	ui/src/config/section/compute.js;ui/src/config/section/infra/routers.js;ui/src/config/section/infra/systemVms.js;ui/src/config/section/network.js;ui/src/config/section/user.js;ui/src/utils/util.js			ui/src/config/section/compute.js;ui/src/config/section/infra/routers.js;ui/src/config/section/infra/systemVms.js;ui/src/config/section/network.js;ui/src/config/section/user.js;ui/src/utils/util.js	e1fc80dbb79a42648eba938c8e90d550e0d23608	FAIL		2a027330579f85c4bf8939dcf1986bfe43571161			Source Review Required	Pending			S1 static evidence only; runtime tests not run	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/3eb928bc72d0fa2ea94198839dcc3c12a003c776	동일 제목이지만 patch-id 다름; 자동 중복 제외 금지.
276	07e09db0af5cf60684e9d4bea798ff46c3de48ff	3eb928bc72d0fa2ea94198839dcc3c12a003c776	2026-06-04T17:09:34-04:00	2026-08-18T18:00:14+05:30	commit	Fix issue in direct download and NFS templates	S3	#991		api/src/main/java/org/apache/cloudstack/direct/download/DirectDownloadManager.java;core/src/main/java/com/cloud/storage/template/MetalinkTemplateDownloader.java;core/src/main/java/org/apache/cloudstack/agent/directdownload/DirectDownloadCommand.java;core/src/main/java/org/apache/cloudstack/direct/download/DirectDownloadHelper.java;core/src/main/java/org/apache/cloudstack/direct/download/MetalinkDirectTemplateDownloader.java;core/src/main/java/org/apache/cloudstack/direct/download/NfsDirectTemplateDownloader.java;core/src/test/java/org/apache/cloudstack/direct/download/NfsDirectTemplateDownloaderTest.java;server/src/main/java/org/apache/cloudstack/direct/download/DirectDownloadManagerImpl.java;utils/src/main/java/com/cloud/utils/UriUtils.java		api/src/main/java/org/apache/cloudstack/direct/download/DirectDownloadManager.java		21dce2d1c129f6cc82d68087093b0080557f9b9d	FAIL		53a7c294658c62e3fa4fb421907875f34959f875	53a7c294658c62e3fa4fb421907875f34959f875		Upstream Duplicate Candidate	Pending			S1 static evidence only; runtime tests not run	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/07e09db0af5cf60684e9d4bea798ff46c3de48ff	원본 집합 내 stable patch-id 일치; 최종 기능 검증 후 중복 판정.
277	7c872a988acf6e10858ced65bc3b4a567ab68f59	07e09db0af5cf60684e9d4bea798ff46c3de48ff	2026-06-22T20:11:43+05:30	2026-08-18T18:05:20+05:30	commit	api,server: improve async job storage	S3	#991		api/src/main/java/org/apache/cloudstack/api/command/admin/vm/ResetVMPasswordCmdByAdmin.java;api/src/main/java/org/apache/cloudstack/api/command/user/vm/ResetVMPasswordCmd.java;engine/orchestration/src/main/java/com/cloud/vm/VirtualMachineManagerImpl.java;framework/jobs/src/main/java/org/apache/cloudstack/framework/jobs/AsyncJobDataHelper.java;framework/jobs/src/main/java/org/apache/cloudstack/framework/jobs/impl/AsyncJobManagerImpl.java;framework/jobs/src/main/java/org/apache/cloudstack/framework/jobs/impl/AsyncJobVO.java;framework/jobs/src/test/java/org/apache/cloudstack/framework/jobs/AsyncJobDataHelperTest.java;framework/jobs/src/test/java/org/apache/cloudstack/framework/jobs/AsyncJobManagerTest.java;server/src/main/java/com/cloud/api/ApiServer.java;server/src/main/java/com/cloud/api/query/vo/AsyncJobJoinVO.java;server/src/main/java/com/cloud/storage/VolumeApiServiceImpl.java;server/src/main/java/com/cloud/vm/snapshot/VMSnapshotManagerImpl.java;utils/src/main/java/com/cloud/utils/StringUtils.java		api/src/main/java/org/apache/cloudstack/api/command/admin/vm/ResetVMPasswordCmdByAdmin.java;api/src/main/java/org/apache/cloudstack/api/command/user/vm/ResetVMPasswordCmd.java		9fe9f515ebcb8b1ea9e13c4786656e56f81dae92	FAIL		9b9d0cf63be733116b2ec40e20491ebe0a9a7d95			Source Review Required	Pending			S1 static evidence only; runtime tests not run	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/7c872a988acf6e10858ced65bc3b4a567ab68f59	동일 제목이지만 patch-id 다름; 자동 중복 제외 금지.
278	5b325dd49e4c62424c8c5ebb86c7e5f3c23964fe	7c872a988acf6e10858ced65bc3b4a567ab68f59	2026-06-19T13:01:41-04:00	2026-08-18T18:05:24+05:30	commit	Prevent command injections in get/run diagnostics API	S3	#991		server/src/main/java/org/apache/cloudstack/diagnostics/DiagnosticsServiceImpl.java;server/src/test/java/org/apache/cloudstack/diagnostics/DiagnosticsServiceImplTest.java				701e28ff9718b128cf609ba58ce932cb4d3addab	FAIL		f52f9da27bc14262f536043c9dc85e61e7364d5a	f52f9da27bc14262f536043c9dc85e61e7364d5a		Upstream Duplicate Candidate	Pending			S1 static evidence only; runtime tests not run	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/5b325dd49e4c62424c8c5ebb86c7e5f3c23964fe	원본 집합 내 stable patch-id 일치; 최종 기능 검증 후 중복 판정.
279	f320f552c331a7b573cc724f525535ca717df2e7	5b325dd49e4c62424c8c5ebb86c7e5f3c23964fe	2026-06-22T18:17:49+05:30	2026-08-18T18:05:24+05:30	commit	oauth2: improve list providers api for access	S3	#991		plugins/user-authenticators/oauth2/src/main/java/org/apache/cloudstack/oauth2/api/command/ListOAuthProvidersCmd.java				5fe84fe637ab397d5fb2d357b283ee20ed26f555	FAIL		aa77259f4815bade194ada7ff4ee63a75b1cbec8	aa77259f4815bade194ada7ff4ee63a75b1cbec8		Upstream Duplicate Candidate	Pending			S1 static evidence only; runtime tests not run	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/f320f552c331a7b573cc724f525535ca717df2e7	원본 집합 내 stable patch-id 일치; 최종 기능 검증 후 중복 판정.
